,Sample,Event,<qLKSiki>,<Rc3kmmq>,<qLKSiki> + CoT,<Rc3kmmq> + CoT,<qLKSiki> MAD R1 S3,<qLKSiki> MAD R1 S5,<qLKSiki> MAD R1 S7,<qLKSiki> MAD R2 S3,<qLKSiki> MAD R2 S5,<qLKSiki> MAD R2 S7,<qLKSiki> MAD R3 S3,<qLKSiki> MAD R3 S5,<qLKSiki> MAD R3 S7,<Rc3kmmq> MAD R1 S3,<Rc3kmmq> MAD R1 S5,<Rc3kmmq> MAD R1 S7,<Rc3kmmq> MAD R2 S3,<Rc3kmmq> MAD R2 S5,<Rc3kmmq> MAD R2 S7,<Rc3kmmq> MAD R3 S3,<Rc3kmmq> MAD R3 S5,<Rc3kmmq> MAD R3 S7,Mixed-A MAD R3 S7,Mixed-B MAD R3 S7,<qLKSiki> MoA W3 L3,<qLKSiki> MoA W3 L4,<qLKSiki> MoA W3 L5,<qLKSiki> MoA W4 L3,<qLKSiki> MoA W4 L4,<qLKSiki> MoA W4 L5,<qLKSiki> MoA W5 L3,<qLKSiki> MoA W5 L4,<qLKSiki> MoA W5 L5,<Rc3kmmq> MoA W3 L3,<Rc3kmmq> MoA W3 L4,<Rc3kmmq> MoA W3 L5,<Rc3kmmq> MoA W4 L3,<Rc3kmmq> MoA W4 L4,<Rc3kmmq> MoA W4 L5,<Rc3kmmq> MoA W5 L3,<Rc3kmmq> MoA W5 L4,<Rc3kmmq> MoA W5 L5,Mixed MoA W5 L5,<qLKSiki> Reflection T1,<qLKSiki> Reflection T2,<qLKSiki> Reflection T3,<qLKSiki> Reflection T4,<qLKSiki> Reflection T5,<Rc3kmmq> Reflection T1,<Rc3kmmq> Reflection T2,<Rc3kmmq> Reflection T3,<Rc3kmmq> Reflection T4,<Rc3kmmq> Reflection T5,Mixed-A Reflection T5,Mixed-B Reflection T5
16,12,15,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True,False,True,cannot decide,True,True,True,True,True,True,True,False,False,True,True,True,False,False,False,True,True,True,False,False,True,False,True,False,True,False,True,True,False,True,False,False,True,True,True,False,True
17,12,16,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,True,True,True,True,True,True,True,True,False,True,False,True,True,True,False,True,False,False,True,True,True,True,True,True,True,True
18,13,17,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
19,14,17,True,False,False,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,cannot decide,True,True,True,True,True,True,False,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,True,False,True
20,15,16,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,False,False,True,False
21,16,16,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,True,True
22,17,16,False,False,False,True,True,False,False,False,False,False,False,False,False,cannot decide,cannot decide,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False
23,18,16,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
24,18,17,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True
25,19,14,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True
26,19,15,False,False,False,False,True,True,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
27,20,16,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,False,True,False,True,False,False,False,False,True,False,True,True,False,False
28,21,15,False,False,False,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,False,False,False,True,False,True,True,False,True,True,True,True,False,True,False,False,False,True,True,False,False,False,True,False,False,True,True,False,False,False,True,True,True,True,False,False,False
29,22,17,False,False,True,True,True,True,True,True,True,True,True,True,True,cannot decide,False,cannot decide,cannot decide,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True
30,23,15,False,False,False,True,False,False,False,False,False,False,True,False,True,True,True,True,True,cannot decide,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,True,False,True,False,False,False,True
31,24,15,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
32,25,15,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
33,26,15,False,False,False,True,False,True,False,True,False,False,False,cannot decide,False,False,True,True,True,True,True,True,True,True,cannot decide,True,False,False,False,False,False,True,False,True,True,True,True,True,True,False,True,False,True,True,True,False,False,False,True,False,True,True,False,True,False,False,False
34,27,14,False,False,False,True,cannot decide,True,cannot decide,True,False,True,False,True,cannot decide,False,False,True,True,cannot decide,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False,True,False,False,True,True,True,True,False,False,False,False,True
35,27,15,False,False,True,True,True,True,True,True,True,True,True,True,True,True,cannot decide,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,False,False,True,False,False,False,True,True,True,False,False,False,False,True,True,True,False,True
36,28,18,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
37,29,16,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True
38,30,16,False,True,False,True,False,False,False,False,False,False,True,False,False,True,True,True,False,True,True,True,True,False,False,True,False,False,False,True,False,False,False,False,False,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,True,True,True,True,False,False
39,30,17,False,False,False,False,True,False,True,True,True,False,True,True,True,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True
40,31,16,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
41,32,15,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True
42,32,16,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
43,33,17,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False
44,34,16,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,False,False,True,True,True
45,35,16,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
46,36,14,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,True,True,True,True,True,True,True,False,True,False,False,True,True,False,False,True
47,36,15,False,False,False,False,True,cannot decide,False,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
48,37,17,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,True,True,False,True,True,True,True,True,False,False,False,True,True,True,True,True,False,True,True,True,False
49,37,19,False,True,False,False,True,False,True,True,False,True,True,True,False,False,False,False,False,False,cannot decide,False,False,cannot decide,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True
50,38,16,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True
51,39,16,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True
52,40,15,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True
53,41,14,False,False,False,True,True,True,True,True,False,True,True,True,True,True,cannot decide,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,True,True,True,False,False,False,True,True,True,True,True,True,False,True
54,41,15,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False
55,42,16,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,True,True,False,False,True
56,43,15,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
57,44,17,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,cannot decide,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,True,False,False,True,True,True,True,True,True,True,True,True,False,True,False,True,True
58,45,18,False,False,False,False,True,True,True,True,True,True,True,True,True,False,cannot decide,True,True,False,True,False,True,False,True,True,False,False,False,True,True,False,False,True,True,False,False,False,True,False,False,True,False,True,True,True,True,False,False,False,True,False,True,False,True,True,False
59,46,15,True,True,True,False,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,False,True,False,False,True,True
60,47,16,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
61,47,17,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
62,48,15,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
63,48,16,False,False,False,True,False,False,True,False,False,True,True,True,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,True,False,False,False,True,True
64,49,16,False,False,False,True,False,True,True,True,True,False,False,True,True,True,cannot decide,True,True,True,True,False,True,True,True,True,False,False,True,False,False,False,False,True,False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,False,True,True,True,True,False,False
65,50,17,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
66,51,17,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True
67,52,17,False,False,True,False,False,True,False,True,True,True,True,True,True,True,True,cannot decide,False,False,False,True,True,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True
68,52,18,False,False,False,True,False,False,False,True,True,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,True,False,True,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,True,True,False,True,False,False
69,53,17,False,False,True,False,True,True,True,False,False,True,True,True,True,False,cannot decide,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,True,True,False,False,True,True,False,True
70,53,19,False,False,False,False,False,True,False,cannot decide,False,False,False,True,False,False,cannot decide,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True
71,54,16,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
72,55,15,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,False,True,True,False,True,True,False,False,True,True,False,True,True,False,True
73,55,16,False,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,True,False,True,False,False,True,False,False,False,True,True,True,True,False,True,True,False,True,True,True,False,False,True,False,False,True,True,True,True,True,False,True
74,56,20,False,False,False,True,False,False,False,False,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,cannot decide,True,False,False,False,False,False,False,False,False,False,True,False,False
75,57,16,False,False,True,False,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,True,True,False,True,False,True,True,False,False,False,True,False,True,True,True,True
76,58,17,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
77,59,17,False,False,False,False,True,True,True,True,True,True,True,True,True,True,cannot decide,True,False,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,True,True,True
78,60,16,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False
79,61,18,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
80,62,16,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,True,False,True,False,True,True,False,True,False,False,False,False,False,False,True,False,True,True,True,False,False
81,62,17,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,False,False,False,False,False,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,False,True,False,True,True,True,True,True,False
82,63,16,False,True,False,True,True,True,True,True,True,True,True,True,True,cannot decide,False,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,False,False,False,True,True,False,False,False,True,True,False,True,False,True,True,False,True,True,False,False,True,True,False,False,True
83,63,17,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,False,True,True,True
84,64,18,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,True,True,True,False,True,cannot decide,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,False,True,False,False,False,False,True,False,False,True,True,True,False,True,False,False
85,65,17,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
86,66,16,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,False,False,True,True,False,False,True,True,False,True,True,True,True,True,False,False
87,66,17,False,False,True,True,True,True,True,True,True,True,False,False,True,cannot decide,True,True,False,True,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,True,True,True,True,False,True,False,False,False,True,False,True,True,False,True,True,True,False,True,True,True,True
88,67,18,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,False,False,True,False,True,False,False,True
89,68,16,False,False,False,True,False,False,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,True,True,True,True,True,True,True,False,False,True,True
90,68,17,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,True,False,True,True,True,True,True,False,False,False,True,True,False,True,True,False,False,True,False,True,False,False,True
91,69,17,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,False,True,True
92,70,15,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True,False,False,False,True,True,False,False,True,True,True,True,True,False,False
93,70,16,False,False,False,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True
94,71,15,False,False,True,True,True,False,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,True,True,False,False,False,True,True
95,72,17,False,True,False,False,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,False,True,True,True,False,True,False,False
96,73,16,True,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,True,True,True,False,True,True,True,False,True,True,False,True,False,True,True,True,True,False,True,True,False
97,74,16,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
98,74,17,False,False,False,False,True,True,True,True,False,True,False,True,False,True,cannot decide,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
99,75,16,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
100,76,17,False,False,False,False,True,False,True,True,False,True,True,False,True,True,False,True,True,True,False,True,True,False,True,False,False,True,False,True,False,True,True,False,True,True,True,True,True,False,False,False,False,False,True,True,True,True,True,False,False,True,True,False,False,True,False
101,77,17,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,False,True,True,True,True,True
102,78,17,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
